BREAK_ID,FROM_IMAGE,TO_IMAGE,TARGET_FRAME_COUNT,ACTUAL_FRAME_COUNT,CAPTURE_STATUS,VALIDATION_STATUS
BREAK_01,booth01_a2_1787070037115.jpg,booth01_a3_1787070052150.jpg,4-6,0,PENDING_FIELD_CAPTURE,UNVALIDATED
BREAK_02,booth04_a3_1787070900478.jpg,booth05_a1_1787070942987.jpg,4-6,0,PENDING_FIELD_CAPTURE,UNVALIDATED
BREAK_03,booth07_a2_1787071748400.jpg,booth07_a3_1787072118180.jpg,4-6,0,PENDING_FIELD_CAPTURE,UNVALIDATED
BREAK_04,booth07_a3_1787072118180.jpg,booth08_a1_1787070145436.jpg,4-6,0,PENDING_FIELD_CAPTURE,UNVALIDATED
BREAK_05,booth13_a3_1787072876447.jpg,booth14_a1_1787072887703.jpg,4-6,0,PENDING_FIELD_CAPTURE,UNVALIDATED
BREAK_06,booth14_a3_1787072979702.jpg,booth15_a1_1787073788540.jpg,4-6,0,PENDING_FIELD_CAPTURE,UNVALIDATED
